catalogNumber,createdBy,placeName,flagNotes,createdOn,associatedMedia,locationLat,locationLon,fromDate,rank,scientificName,commonName,higherClassificationId,state,observedInMonth
16814236,Subhajit Roy,"F8X4+Q53, DPL Coke Oven Colony, Durgapur, West Bengal 713202, India",,29/09/2021,/32dd3ac7-e5b1-49ed-9e44-f19d5608d5aa/d2d507c39e794160b2f700d3bc957ed0.jpeg,23.4996673611111,87.3050042055555,13/02/2018,species,Zizina otis,Lesser Grass Blue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Zizina#rank:genus#taxonID:188856 | name:Zizina otis#rank:species#taxonID:188858,,February
16814218,Subhajit Roy,"H9VG+GP Dhabani, West Bengal, India",,29/09/2021,/b19e1990-8d94-4cde-9d75-eed6aad12011/f6267771d6054032b5c33b2af16494e0.jpeg,23.5938650222222,87.3767890833333,17/02/2018,species,Castalius rosimon (Fabricius 1775),Common Pierrot:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Castalius#rank:genus#taxonID:72155 | name:Castalius rosimon (Fabricius 1775)#rank:species#taxonID:72157,,February
16814198,Subhajit Roy,"5HPG+FQ6, Ranaghat, West Bengal 741201, India",,29/09/2021,/3c3e179d-0ded-4dc0-a866-f46e96cb3749/5f715f884d564ac2872d9a8e1373536e.jpeg,23.1862449055556,88.5780897972222,24/02/2018,species,Hypolimnas bolina Linnaeus 1758,Great Eggfly:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Hypolimnas#rank:genus#taxonID:71533 | name:Hypolimnas bolina Linnaeus 1758#rank:species#taxonID:71541,,February
16814180,Subhajit Roy,"5HPG+FQ6, Ranaghat, West Bengal 741201, India",,29/09/2021,/00709891-653e-4bb2-952d-d0b2a514cdc5/a3e4bcdaed8144bba5b7ff3ba5443df8.jpeg,23.1862449055556,88.5780897972222,24/02/2018,species,Iambrix salsala Moore 1865,Chestnut Bob:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Iambrix#rank:genus#taxonID:72524 | name:Iambrix salsala Moore 1865#rank:species#taxonID:72526,,February
16814155,Subhajit Roy,"F8X4+Q53, DPL Coke Oven Colony, Durgapur, West Bengal 713202, India",,29/09/2021,/28a0b954-0c4f-4cee-bcd0-4ecac4b1ded1/784898a0e44a47c5b5a10df0ce4c33a4.jpeg,23.49972485,87.304872525,13/03/2018,species,Lethe europa Fabricius 1775,Bamboo Treebrown:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Lethe#rank:genus#taxonID:71658 | name:Lethe europa Fabricius 1775#rank:species#taxonID:71729,,March
16814134,Subhajit Roy,"Khisma, West Bengal 741127",,29/09/2021,/54528c90-7202-4164-978b-d4b0ed0f3d77/97abdac2f8984ee1b8c2d910c459cc38.jpeg,23.2509331,88.5806876,15/03/2018,species,Papilio polytes Linnaeus 1758,Common Mormon:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Papilionidae#rank:family#taxonID:72216 | name:Papilio#rank:genus#taxonID:72270 | name:Papilio polytes Linnaeus 1758#rank:species#taxonID:72341,,March
16814116,Subhajit Roy,"Khisma, West Bengal 741127",,29/09/2021,/38c5f4aa-cfda-4a07-8046-af7b00680cf6/34785008495a4c9bb9c5ceecfb912ee1.jpeg,23.2509331,88.5806876,15/03/2018,species,Chilades pandava Horsfield 1829,Plains Cupid:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Chilades#rank:genus#taxonID:188851 | name:Chilades pandava Horsfield 1829#rank:species#taxonID:263696,,March
16814098,Subhajit Roy,"Khisma, West Bengal 741127",,29/09/2021,/2a793d61-23e3-43f7-a14e-d5e84ea11bb1/ad43967ff9724b608c41831a68842f25.jpeg,23.2509331,88.5806876,15/03/2018,species,Iambrix salsala Moore 1865,Chestnut Bob:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Iambrix#rank:genus#taxonID:72524 | name:Iambrix salsala Moore 1865#rank:species#taxonID:72526,,March
16814079,Subhajit Roy,"Khisma, West Bengal 741127",,29/09/2021,/df885204-07cc-4f43-90bd-bff62dedbc7e/1840010336c940009483e4a3fd046ca0.jpeg,23.2509331,88.5806876,15/03/2018,species,Neptis hylas Linnaeus 1758,Common Sailer:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Neptis#rank:genus#taxonID:160397 | name:Neptis hylas Linnaeus 1758#rank:species#taxonID:160420,,March
16814061,Subhajit Roy,"Barajaguli, West Bengal",,29/09/2021,/d82c3efb-981c-4bb0-a12c-094e9f008204/d29b2a0ba07140fab6a9c117d4273add.jpeg,22.9497621888889,88.5405731,30/03/2018,species,Prosotas nora (Felder 1860),Common Lineblue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Prosotas#rank:genus#taxonID:263708 | name:Prosotas nora (Felder 1860)#rank:species#taxonID:441510,,March
16814043,Subhajit Roy,"Barajaguli, West Bengal",,29/09/2021,/1e5494e9-45c7-4ad8-b4dd-a79637af479e/9470f76682394310a577212b2d4553ad.jpeg,22.9497621888889,88.5405731,30/03/2018,species,Prosotas dubiosa (Semper (1879)),Tailless Lineblue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Prosotas#rank:genus#taxonID:263708 | name:Prosotas dubiosa (Semper (1879))#rank:species#taxonID:2348120,,March
16814013,Subhajit Roy,"Barajaguli, West Bengal",,29/09/2021,/3afe8a38-c5dd-42cb-80aa-9e4193824b7f/41871715e2a149b8b4b2d50f7821b0ea.jpeg,22.9497621888889,88.5405731,30/03/2018,species,Danaus genutia Cramer 1779,Striped Tiger:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Danaus#rank:genus#taxonID:160500 | name:Anosia#rank:subgenus#taxonID:279925 | name:Danaus genutia Cramer 1779#rank:species#taxonID:187161,,March
16813988,Subhajit Roy,"4X4V+5J Al, Singalila Forest, West Bengal, India",,29/09/2021,/f43bba18-2545-401f-9e65-e91f1ba4e613/e2d83570712947dab9f24f8788620f2b.jpg,27.105406,87.9940047277778,20/04/2018,species,Vanessa cardui (Linnaeus 1758),Painted Lady:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Vanessa#rank:genus#taxonID:150357 | name:Vanessa cardui (Linnaeus 1758)#rank:species#taxonID:150359,,April
16813968,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/12f3e862-ddc3-4450-abf2-49279e50c628/c4c465b0ed3d434b99b03e712607c114.jpeg,27.5286113,96.3876933944445,26/04/2018,species,Ochus subvittatus Moore 1878,Tiger Hopper:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Ochus#rank:genus#taxonID:5570048 | name:Ochus subvittatus Moore 1878#rank:species#taxonID:5570045,,April
16813950,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/46e68207-84f2-45b5-8cae-57b69f618da3/597f9a696ae34a55afef808af12b92c1.jpeg,27.5286113,96.3876933944445,26/04/2018,species,Mycalesis mineus Linnaeus 1858,Dark-branded Bushbrown:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Mycalesis#rank:genus#taxonID:71006 | name:Mycalesis mineus Linnaeus 1858#rank:species#taxonID:71038,,April
16813932,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/1954f5dd-c8c8-4e91-a1e4-5065ee7f47d4/ff24df7020074fdd9829a4a6fdc70749.jpeg,27.5286113,96.3876933944445,26/04/2018,species,Burara jaina (Moore (1866)),Common Orange Awlet:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Burara#rank:genus#taxonID:263852 | name:Burara jaina (Moore (1866))#rank:species#taxonID:15219824,,April
16813914,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/b47cb8d5-75b6-4f29-9cf8-d125443ea2e2/77b5eed09fbb43da88ba3e53b62cce16.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Pseudozizeeria maha (Kollar (1844)),Pale Grass Blue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Pseudozizeeria#rank:genus#taxonID:71922 | name:Pseudozizeeria maha (Kollar (1844))#rank:species#taxonID:71924,,April
16813895,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/9be13a5d-d406-44d9-93e7-904e6d8ebc18/ccdda4689c1c4838b17a5d0679b1dce7.jpeg,27.5286113,96.3876933944445,27/04/2015,species,Ypthima cantliei Norman 1958,Great Four-Ring:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Ypthima#rank:genus#taxonID:71402 | name:Ypthima cantliei Norman 1958#rank:species#taxonID:15487665,,April
16813877,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/6431afc0-18ca-4209-9632-a723b0d5df73/cd380335674a4198b216712248d9f1c6.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Hyarotis adrastus Stoll 1782,Tree Flitter:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Hyarotis#rank:genus#taxonID:72529 | name:Hyarotis adrastus Stoll 1782#rank:species#taxonID:72531,,April
16813859,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/5556c15f-de7c-4098-8c00-b712d59757eb/51996ef587dd44d19db62b17080dae8c.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Notocrypta feisthamelii Boisduval 1832,Spotted Demon:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Notocrypta#rank:genus#taxonID:160818 | name:Notocrypta feisthamelii Boisduval 1832#rank:species#taxonID:160823,,April
16813831,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/bf546aea-f9c7-434f-a366-70e57c404072/10ced49ab8774592819e95be4296ebd3.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Celaenorrhinus aurivittata Moore 1878,Dark Yellow-banded Flat:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Celaenorrhinus#rank:genus#taxonID:72589 | name:Celaenorrhinus aurivittata Moore 1878#rank:species#taxonID:263833,,April
16813813,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/e0db52cc-8efb-41f6-8207-643d128d06e7/7ec7f695432147baa5739c03a77caa0b.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Mycalesis visala Moore 1857,Long-branded Bushbrown:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Mycalesis#rank:genus#taxonID:71006 | name:Mycalesis visala Moore 1857#rank:species#taxonID:71050,,April
16813793,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/06474659-6897-44fd-9f82-4637243943d8/d990d0dea444456fac192fe0c35e93e4.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Neptis cartica Moore 1872,Plain Sailer:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Neptis#rank:genus#taxonID:160397 | name:Neptis cartica Moore 1872#rank:species#taxonID:160447,,April
16813773,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/ce069f19-0fac-4bf7-a18f-b79d2810bd79/286baf8ff6d641bfabf85e7d3e10e8cd.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Elymnias pealii Wood-Mason 1883,Peal's Palmfly:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Elymnias#rank:genus#taxonID:71109 | name:Elymnias pealii Wood-Mason 1883#rank:species#taxonID:71114,,April
16813755,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/492a729b-bb7e-4001-9422-1fdb8fcb2859/bd845da8cc6140b39c9aef63090974e7.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Elymnias malelas Hewitson 1863,Spotted Palmfly:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Elymnias#rank:genus#taxonID:71109 | name:Elymnias malelas Hewitson 1863#rank:species#taxonID:71126,,April
16813735,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/12eca0cc-164d-43a6-8203-3a4befb46525/c6316ea6997749b9a37a967cee9de348.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Neptis miah Moore 1857,Small Yellow Sailor:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Neptis#rank:genus#taxonID:160397 | name:Neptis miah Moore 1857#rank:species#taxonID:160429,,April
16813716,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/8396d9a5-3785-453d-8911-18906899a4e6/12256f9698144e88b07aa04b3f273e4a.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Celastrina lavendularis (Moore 1877),Plain Hedge Blue:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Celastrina#rank:genus#taxonID:72011 | name:Celastrina lavendularis (Moore 1877)#rank:species#taxonID:263705,,April
16813698,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/9fb28f71-2f5a-4401-8f8b-4c5b98d5be01/9690e55ddcf74fb595dfa1d8310270fb.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Rohana parisatis,Black Prince:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Rohana#rank:genus#taxonID:188760 | name:Rohana parisatis#rank:species#taxonID:188762,,April
16813680,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",,29/09/2021,/6a4d1fb5-da53-4176-a667-3bae3c310f2c/0cf8dad33e2e46ea86236b4ea953d937.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Pseudergolis wedah Kollar 1848,Tabby:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Pseudergolis#rank:genus#taxonID:71437 | name:Pseudergolis wedah Kollar 1848#rank:species#taxonID:71439,,April
16813661,Subhajit Roy,"Unnamed Road, Arunachal Pradesh 792122, India",Duplicate of https://indiabiodiversity.org/observation/show/16813680,29/09/2021,/ed7d0121-5232-4913-9a02-e6edb3c6457d/fbdb438688f84c408042b09b08baefdd.jpeg,27.5286113,96.3876933944445,27/04/2018,species,Pseudergolis wedah Kollar 1848,Tabby:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Pseudergolis#rank:genus#taxonID:71437 | name:Pseudergolis wedah Kollar 1848#rank:species#taxonID:71439,,April
16813649,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/5d11db27-267c-488d-b6a1-f4bee888ad3e/afaeca83f52d42f7806dde5f1cbcb07d.jpg,9.7461,76.307,21/09/2021,species,Tagiades litigiosa Möschler 1878,Water Snow Flat:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Tagiades#rank:genus#taxonID:263863 | name:Tagiades litigiosa Möschler 1878#rank:species#taxonID:268963,,September
16813637,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/ff74f203-6251-4bbc-b7c3-d021ce24fef2/7795830dcd9b4bb89a3f5ee3c4cc275e.jpg,9.7461,76.307,07/09/2021,species,Rathinda amor (Fabricius 1775),Monkey Puzzle:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Lycaenidae#rank:family#taxonID:71910 | name:Rathinda#rank:genus#taxonID:263721 | name:Rathinda amor (Fabricius 1775)#rank:species#taxonID:263722,,September
16813624,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/cf730356-3b27-46d5-b846-59eb55a58234/d4e8f97809a4459ea462b62a17250484.jpg,9.7461,76.307,07/09/2021,species,Tagiades litigiosa Möschler 1878,Water Snow Flat:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Hesperioidea#rank:superfamily#taxonID:276611 | name:Hesperiidae#rank:family#taxonID:72455 | name:Tagiades#rank:genus#taxonID:263863 | name:Tagiades litigiosa Möschler 1878#rank:species#taxonID:268963,,September
16813612,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/64e39de7-9a09-4c76-9c09-9ea73afd5ca5/08f61cb2263a456f8e18b00babdb26eb.jpg,9.7461,76.307,11/09/2021,species,Tanaecia lepidea Butler 1868,Grey Count:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Tanaecia#rank:genus#taxonID:71452 | name:Tanaecia lepidea Butler 1868#rank:species#taxonID:71460,,September
16813598,Noopa Vijith,"Aroor gram panchayat, Kochi, Kerala 688534",,29/09/2021,/26f48c7c-c354-49ce-8ffc-35e33a16bbaf/62ce2117d4d9477f9f55e54219b8c2b8.jpg,9.878191,76.3038672,15/09/2021,species,Junonia iphita Cramer 1782,,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Nymphalidae#rank:family#taxonID:70967 | name:Junonia#rank:genus#taxonID:160298 | name:Junonia iphita Cramer 1782#rank:species#taxonID:160303,KERALA,September
16813590,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/770692de-40d9-4c10-af5a-7fef9a3bac27/02e17daa31ac457f8f8c8020d96fab37.jpg,9.7461,76.307,10/09/2021,,,,,,September
16813578,Nathasha K V,"parayil junction bus stop, parayil, Viyalar Railway Line Rd, Thuravoor, Pattanakkad, Kerala 688531, India",,29/09/2021,/7afa3e03-eb70-4169-a945-35adfd328858/0ab900729b4d495aa531778d83d2e6be.jpg,9.7461,76.307,09/09/2021,species,Papilio polytes Linnaeus 1758,Common Mormon:English,name:Root#rank:root#taxonID:1 | name:Animalia#rank:kingdom#taxonID:872 | name:Arthropoda#rank:phylum#taxonID:874 | name:Insecta#rank:class#taxonID:876 | name:Lepidoptera#rank:order#taxonID:70513 | name:Papilionoidea#rank:superfamily#taxonID:276610 | name:Papilionidae#rank:family#taxonID:72216 | name:Papilio#rank:genus#taxonID:72270 | name:Papilio polytes Linnaeus 1758#rank:species#taxonID:72341,,September
